ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0051961,negative regulation of nervous system development,75/5933,166/29008,5.93E-13,2.09E-11,1.02E-11,Slit2/Sema6a/Sema6b/Cdk5r1/Bmp7/Sema3d/Vax1/Ptprs/Ywhah/Bmpr1a/Id1/Dlx2/Trim46/Rufy3/Nrp1/Rest/Sema6c/Ski/Ephb2/Tgfb1/F2/Dkk1/Rtn4/Kdm1a/Dicer1/Bcl11a/Brinp1/Sema5a/Nf1/Lingo1/Wnt7b/Cbln1/Trak2/Wnt3/Trim11/Arhgef2/Tlr2/Nkx6-2/Sema4d/Lrp4/Notch1/Id4/Wnt7a/Atf5/Sema4g/D130043K22Rik/Wnt3a/Nr2e1/Dynlt1b/Cit/Prtg/Nr1d1/Rgma/Tlx2/Id2/Ntn1/Nkx6-1/Dll3/Fgf13/Fgfr3/Sema6d/Mbp/Slit1/Adcyap1/Fstl4/Ryk/Sema3f/Sox11/Daam2/Syt4/Sema3e/Mdga1/Sema4a/Mt3/Sema7a,75
GO:0001838,embryonic epithelial tube formation,72/5933,157/29008,6.91E-13,2.43E-11,1.18E-11,Six1/Plxnb2/Alx1/Trim71/Bmp7/Mib1/Irx3/Tead2/Tsc1/Sec24b/Lmo4/Lrp6/Rarg/St14/Nodal/Dvl3/Ret/Cc2d2a/Gdnf/Cobl/Pax3/Sox9/Ski/Celsr1/Sufu/Gdf7/Zic2/Tgfb1/Grhl3/Tgfb2/Prickle1/Sall4/Zic5/Casp8/Cited2/Sox4/Pax2/Irx1/Adm/T/Grhl2/Irx2/Ipmk/Sfrp5/Sfrp2/Shank3/Pax8/Arid1a/Six4/Rgma/Ptch1/Ptk7/Wnt9b/Fzd3/Twist1/Specc1l/Sfrp1/Gatad2a/Hectd1/Cfl1/Cecr2/Traf6/Shh/Enah/Fzd6/Mks1/Tmed2/Map3k7/Rara/Sox11/Deaf1/Cthrc1,72
GO:0060840,artery development,57/5933,112/29008,7.91E-13,2.76E-11,1.34E-11,Six1/Apoe/Akt3/Hand2/Sec24b/Kat6a/Bmpr1a/Dll4/Prrx1/Gli3/Plxnd1/Foxc1/Nrp1/Pdgfrb/Sufu/Edn1/Tgfb2/Prickle1/Hpgd/Mir143/Rtn4/Cited2/Nf1/Nkx3-1/Foxc2/Sox4/Tab1/Lox/Fkbp10/Hey1/Wnt11/Notch1/Smarca4/Slc2a10/Eya1/Aplnr/Bmpr2/Dctn5/Apob/Chd7/Jag1/Comp/Dnm2/Eng/Tbx1/Hectd1/Pde2a/Tbx2/Shh/Smad7/Foxf1/Myocd/Smad6/Ngfr/Tfap2b/Stra6/Ltbp1,57
GO:0014031,mesenchymal cell development,51/5933,95/29008,8.61E-13,2.97E-11,1.44E-11,Fgf15/Sema6a/Nrtn/Alx1/Sema6b/Bmp7/Sema3d/Hand2/Mapk3/Bmpr1a/Aldh1a2/Foxc1/Ret/Pitx2/Gdnf/Nrp2/Nrp1/Pax3/Sox9/Sema6c/Edn1/Dicer1/Cited2/Sema5a/Foxc2/Cyp26c1/Acvr1/Cyp26a1/Pef1/Hey1/Rdh10/Sema4d/Notch1/Bcl2/Erbb4/Sema4g/Anxa6/Jag1/Twist1/Tbx1/Nolc1/Cfl1/Shh/Sema6d/Sema3f/Sox11/Heyl/Sema3e/Tbx20/Sema4a/Sema7a,51
GO:0061053,somite development,51/5933,95/29008,8.61E-13,2.97E-11,1.44E-11,Six1/Dll1/Mib1/Pcdh8/Dmrt2/Bmpr1a/Lef1/Lrp6/Aldh1a2/Foxa2/Lfng/Ror2/Foxc1/Mesp1/Cobl/Pax3/Scx/Dkk1/Nkx3-1/Foxc2/Crb2/Ripply1/Atm/Poglut1/T/Wnt11/Frzb/Notch1/Cdx1/Sfrp2/Meox1/Wnt3a/Ripply2/Tcf15/Otx2/Six4/Ptch1/Rad51b/Mesp2/Sfrp1/Psen2/Axin2/Dll3/Shh/Ttn/Foxf1/Tmed2/Wdr19/Sox11/Wnt1/Ihh,51
GO:0042060,wound healing,132/5933,361/29008,8.65E-13,2.97E-11,1.44E-11,Gpr4/Apoe/Ndnf/Prss56/Arl8b/Tpm1/Cask/Pros1/F11/Ajuba/Prkce/Pou2f3/Nfe2l2/Foxa2/Tnfrsf12a/Ptprj/Arhgef19/Jak2/Abat/Serpine1/Stxbp1/Rreb1/Dst/Bloc1s3/Proc/Tafa5/Map3k1/Celsr1/Ephb2/Timp1/B4galt1/Tgfb1/Grhl3/Ext1/Tgfb2/Ppard/Tfpi/F2/Rab3a/Prkcd/Flna/Ajap1/Prkg1/Adrb1/Insl3/Cd109/Dtnbp1/Plg/Gp5/F11r/Nf1/Cldn1/Gp1bb/Itgb1/Foxc2/Pecam1/Col1a1/Lox/Arfgef1/Fkbp10/Syt7/Fgf1/Gnas/Gja1/Gata2/Gata1/Bloc1s4/Hbegf/Vwf/Wnt7a/Thbd/Pdpn/Cflar/Pik3cb/Myh9/Itgb6/Wnt3a/Anxa6/Plpp3/Sh2b3/Gata4/F5/Cnn2/Ccn4/Comp/Plet1/Elk3/Nlrp6/Plau/Plec/Adipor2/Smoc2/Ptk7/Tyro3/Vegfb/F8/F2rl3/Dysf/Adra2c/Il6ra/Vps33b/Cadm4/Eng/Bloc1s6/Vil1/Tsku/Hps1/Pdgfa/P2rx1/Shh/Pard3/Drd5/Fzd6/Pparg/Il6/Fcer1g/Adra2a/Cx3cl1/Prkcq/Arhgap24/Pdgfb/Slc4a1/Itgb3/Hpse/Pear1/Fgf2/Syk/Hgfac/Alox12/Clec10a/Adtrp/Mustn1,132
GO:0007416,synapse assembly,83/5933,193/29008,9.75E-13,3.33E-11,1.62E-11,Six1/Plxnb2/Eef2k/Ptprs/Mdga2/Pcdh17/Slitrk5/Ppp1r9a/Gpc4/Nrxn2/Lrfn5/Eif4g1/Ephb1/Adgrb1/Cdh1/Plxnd1/Cbln2/Flrt3/Lrfn1/Cbln4/Adgrb2/Snca/Mapt/Ephb2/Efna5/Cux2/Flrt1/Clstn3/Dkk1/Farp1/Nptxr/Gabra2/Clstn2/Cbln1/Tlr2/Sema4d/Lrp4/Lrrc4/Setd5/Lgi2/Wnt7a/Il1rapl2/Erbb4/Nlgn3/Rab29/Oxtr/Cadm1/Negr1/Nlgn2/Wnt3a/Ephb3/Clstn1/Nrxn1/Gap43/Shank3/Lrrtm1/Obsl1/Six4/Nptx1/Agrn/Ntn1/Ache/Ntng2/Lrtm2/Stau2/Fgf13/Ptprd/Slitrk4/Sipa1l1/Pdgfb/Gpc6/Adgrf1/Vstm5/Dlg5/Reln/Bsn/Add2/Ghsr/Ntrk2/Mdga1/Lrfn4/Cacna1a/Sema4a,83
GO:0010563,negative regulation of phosphorus metabolic process,157/5933,453/29008,1.02E-12,3.46E-11,1.68E-11,Slit2/Cactin/Bmp7/Apoe/Ppp1r16b/Ier3/Vps25/Kirrel/Chrna7/Git1/Rd3/Abca2/Ptpro/Macroh2a1/Prkar2a/Ajuba/Insm1/Lrp6/Zbed3/Ppp4r4/Eif4g1/Srcin1/Cblc/Gadd45b/Uchl1/Epha1/Foxa2/Swap70/Klhl31/Cdkn1c/Ptprj/Socs3/Rack1/Igfbp3/Atg14/Snca/Mapt/Actb/Ephb2/Tgfb1/Tgfb2/Inpp5k/Rps23rg1/Spry1/Socs5/Ddit4/Camk2n2/Dkk1/Pkig/Prkcd/Ahr/Csk/Cd109/Dtnbp1/Lpin1/Ppp1r1b/Mical1/Nf1/Lats2/Sirpa/Ppm1e/Pecam1/Cd300a/Gnai2/Gstp1/Trib1/Ikbkb/Gfra2/Paqr3/Mir26a-1/Zc3h12a/Rgs14/Pkn1/Tfap4/Pip4k2c/Sema4d/Birc3/Arrb1/Bak1/Chmp6/Stk39/Sfrp5/Drd1/Nupr1/Bmp2/Adar/Grk2/Sfrp2/Pik3cb/Ppp1r9b/Dbndd1/Bod1/Pmepa1/Dbndd2/Plpp3/Pwp1/Nf2/Gprc5a/Gba/Sh2b3/Lrp5/Dnaja3/Spry2/Cdk5rap1/Plec/Dusp26/Mvp/Mgat5/Cadm4/Rb1/Agt/Ptpn5/Gnaq/Twist1/Spred2/Eng/Fam72a/Sfrp1/Psen2/Pdgfa/Emilin1/Smad7/Pard3/Drd5/Niban1/Lrrk2/Pparg/Hspa4/Atxn7/Fabp4/Il6/Myocd/Hyal2/Tmed2/Flcn/Lrrk1/Pdgfb/Slc4a1/Smad6/Bax/Impact/Heg1/Slc8a3/Slc8a1/Dab2ip/Park7/Pbk/Ppp1r14d/Camk2n1/Iqgap1/Zfp418/Uri1/Ppp1r15b/Hdac4/Zfyve28/Kirrel2/Prkcz,157
GO:0045936,negative regulation of phosphate metabolic process,157/5933,453/29008,1.02E-12,3.46E-11,1.68E-11,Slit2/Cactin/Bmp7/Apoe/Ppp1r16b/Ier3/Vps25/Kirrel/Chrna7/Git1/Rd3/Abca2/Ptpro/Macroh2a1/Prkar2a/Ajuba/Insm1/Lrp6/Zbed3/Ppp4r4/Eif4g1/Srcin1/Cblc/Gadd45b/Uchl1/Epha1/Foxa2/Swap70/Klhl31/Cdkn1c/Ptprj/Socs3/Rack1/Igfbp3/Atg14/Snca/Mapt/Actb/Ephb2/Tgfb1/Tgfb2/Inpp5k/Rps23rg1/Spry1/Socs5/Ddit4/Camk2n2/Dkk1/Pkig/Prkcd/Ahr/Csk/Cd109/Dtnbp1/Lpin1/Ppp1r1b/Mical1/Nf1/Lats2/Sirpa/Ppm1e/Pecam1/Cd300a/Gnai2/Gstp1/Trib1/Ikbkb/Gfra2/Paqr3/Mir26a-1/Zc3h12a/Rgs14/Pkn1/Tfap4/Pip4k2c/Sema4d/Birc3/Arrb1/Bak1/Chmp6/Stk39/Sfrp5/Drd1/Nupr1/Bmp2/Adar/Grk2/Sfrp2/Pik3cb/Ppp1r9b/Dbndd1/Bod1/Pmepa1/Dbndd2/Plpp3/Pwp1/Nf2/Gprc5a/Gba/Sh2b3/Lrp5/Dnaja3/Spry2/Cdk5rap1/Plec/Dusp26/Mvp/Mgat5/Cadm4/Rb1/Agt/Ptpn5/Gnaq/Twist1/Spred2/Eng/Fam72a/Sfrp1/Psen2/Pdgfa/Emilin1/Smad7/Pard3/Drd5/Niban1/Lrrk2/Pparg/Hspa4/Atxn7/Fabp4/Il6/Myocd/Hyal2/Tmed2/Flcn/Lrrk1/Pdgfb/Slc4a1/Smad6/Bax/Impact/Heg1/Slc8a3/Slc8a1/Dab2ip/Park7/Pbk/Ppp1r14d/Camk2n1/Iqgap1/Zfp418/Uri1/Ppp1r15b/Hdac4/Zfyve28/Kirrel2/Prkcz,157
GO:0035637,multicellular organismal signaling,71/5933,155/29008,1.07E-12,3.57E-11,1.74E-11,Trpm4/Avpr1a/Irx3/Jup/Chrna7/Trpa1/Mef2a/P2rx2/Nrcam/Kcnd3/Jam3/Cacna1g/Gjd3/Flna/Gpr88/Scn9a/Gpr35/Cacna1i/Akap9/Hrc/Kcnq1/Bin1/Gja1/Kcnd2/Fgf12/Ctnna3/Slc4a3/Drd1/Chrna1/Dcdc2a/Scn8a/Ank2/Kcna2/Gba/Sod1/Pmp22/Grik2/Plec/Kcnc4/Cntnap1/Agt/Kcne3/Itga2/Scn2a/Kcnn2/Pafah1b1/Scn5a/Nkx2-5/Dpp6/Scn4b/P2rx1/Drd5/Kcnq2/Cacna2d1/Il6/Dmrt3/Cacnb4/Chrnb4/Dsg2/Slc8a1/Kcne2/Cacng5/Hcn4/Ank3/Cacna1e/Ghsr/Kcnh6/Ntrk2/Glra1/Cacna1a/Rangrf,71
GO:0072006,nephron development,71/5933,155/29008,1.07E-12,3.57E-11,1.74E-11,Six1/Gpr4/Dll1/Bmp7/Irx3/Klf15/Ptpro/Wt1/Gli3/Commd5/Foxc1/Ret/Gdnf/Egr1/Pdgfrb/Itga3/Sox9/Tgfb1/Ext1/Ahr/Ctnnd1/Greb1l/Foxc2/Mtss1/Pax2/Wnt7b/Wnt2b/Irx1/Foxd1/Fgf1/Hey1/Cited1/Aqp11/Wnk4/Basp1/Irx2/Notch1/Bcl2/Erbb4/Bmp2/Cflar/Lzts2/Eya1/Npnt/Pax8/Pgf/Sulf1/Jag1/Lif/Six4/Ptch1/Myo1e/Wnt9b/Six2/Il6ra/Hoxa11/Agt/Pou3f3/Shh/Gzf1/Angpt2/Pdgfb/Itgb3/Plce1/Wnt1/Tfap2b/Heyl/Fgf2/Fat4/Hoxd11/Agtr1a,71
GO:0001837,epithelial to mesenchymal transition,70/5933,152/29008,1.12E-12,3.72E-11,1.81E-11,Alx1/Bcl9l/Tgfbr3/Bmp7/Lef1/Lrp6/Nfatc1/Tcf7l2/Foxa2/Phldb1/Foxc1/Efna1/Foxa1/Sox9/Edn1/Tgfb1/Erg/Tgfb2/Spry1/Rtn4/Flna/Il17rd/Msx1/Hdac2/Wnt16/Tgfbr3l/Crb2/Col1a1/Has2/Acvr1/Tgfb1i1/Gja1/Pef1/Hey1/Wnt11/Tgfb3/Notch1/Bmp2/Pdpn/Tbx3/Sfrp2/Gsc/Zfp750/Tgfbr2/Rflnb/Mcrip1/Jag1/Spry2/Akna/Twist1/Spred2/Tiam1/Eng/Sfrp1/Pofut2/Nolc1/Axin2/Smad7/Epha3/Il6/Usf3/Dact3/Myocd/Dlg5/Dab2ip/Nkx2-1/Heyl/Trim62/Mad2l2/Tbx20,70
GO:0007265,Ras protein signal transduction,123/5933,330/29008,1.13E-12,3.73E-11,1.81E-11,Rgl2/Ripor1/Gpr4/Sos1/Apoe/Rasal1/Git1/Rap1b/Ccdc125/Erbin/Rac1/Arhgdia/Foxm1/Kras/Map4k4/Stmn3/Abca1/Arhgef18/Rasgrf2/Arfgef2/Eps8l2/Nrp1/Pdgfrb/Itga3/Sh3bp1/Rhoh/Celsr1/Ephb2/Tgfb2/Ppp2cb/Spry1/Rtn4/Psd2/Usp50/Dgkz/Iqgap3/Adrb1/Shtn1/Ssx2ip/Rab15/Rit2/Cdh13/F11r/Nf1/Itgb1/Gpr35/Epo/Ralgps2/Pecam1/Arhgef10/Wasf2/Arfgef1/Cyfip1/Sh2b2/Bcr/Rapgef1/Cavin4/Ctnnal1/Rhog/Elmo1/Stambp/Arhgef2/Kank2/Notch1/Kctd10/Arrb1/Rap2c/Dgki/Pdpn/Myo9b/Pik3cb/Rap1a/Gna12/Rapgef3/Dynlt1b/Cdc42se1/Lat/Rab12/Spry2/Cdc42ep2/Kpnb1/Lpar2/Eras/Ntn1/F2rl3/Itpkb/Cadm4/Rasgrf1/Dnm2/Apoa1/Tiam1/Dennd3/Lztr1/Rab35/Nisch/Mapkapk5/Rasgrp1/Cdc42ep1/Stard13/Timp2/Arhgap24/Flcn/Rerg/Dock2/Eps8/Plce1/Heg1/Dab2ip/Abi2/Ngfr/Gpr20/Tnk1/Map2k1/Psd4/Iqsec3/Rhou/Cdc42se2/Arhgef11/Rangrf/Iqsec2/Iqsec1/Agtr1a/Arhgef28,123
GO:0046578,regulation of Ras protein signal transduction,85/5933,200/29008,1.14E-12,3.77E-11,1.83E-11,Rgl2/Ripor1/Gpr4/Sos1/Apoe/Rasal1/Git1/Ccdc125/Erbin/Arhgdia/Foxm1/Kras/Map4k4/Stmn3/Abca1/Arhgef18/Rasgrf2/Arfgef2/Eps8l2/Nrp1/Pdgfrb/Itga3/Sh3bp1/Ephb2/Tgfb2/Ppp2cb/Spry1/Rtn4/Psd2/Dgkz/Ssx2ip/Rit2/F11r/Nf1/Itgb1/Gpr35/Epo/Ralgps2/Arhgef10/Arfgef1/Sh2b2/Bcr/Rapgef1/Cavin4/Stambp/Arhgef2/Kank2/Notch1/Kctd10/Arrb1/Dgki/Myo9b/Pik3cb/Dynlt1b/Cdc42se1/Spry2/Lpar2/F2rl3/Itpkb/Cadm4/Rasgrf1/Dnm2/Apoa1/Dennd3/Lztr1/Rasgrp1/Stard13/Timp2/Arhgap24/Flcn/Dock2/Eps8/Plce1/Heg1/Dab2ip/Ngfr/Gpr20/Tnk1/Map2k1/Psd4/Iqsec3/Cdc42se2/Iqsec2/Iqsec1/Arhgef28,85
GO:0042886,amide transport,126/5933,343/29008,1.95E-12,6.40E-11,3.11E-11,Adcy8/Trpm4/Rptor/Jagn1/Pim3/Gipr/Abca2/Cckbr/Rac1/Cask/Syt9/Prkce/Trpa1/Rab11fip5/Irs1/Tcf7l2/Psap/Abca1/Plekha8/Foxa2/Jak2/Abat/Rest/Vgf/Sirt4/Trpv4/Rbm4/Sgpp1/Rims2/Gltpd2/Glud1/Efna5/Edn1/Rfx6/Rph3al/Ppard/Gltp/Cd38/Psmd9/Sidt2/Kcnj11/Inhbb/Sox4/Cpe/Mgst1/Ccn3/Abcb1a/Syt7/Kiss1/Kcnq1/Gja1/Acvr1c/Tcirg1/Npff/Gpld1/Ffar1/Pick1/Arrb1/Trh/Chga/Slc9a3r1/Epha5/Srebf1/Nlgn2/Fam3b/Crhr2/Pde3b/Sybu/Ildr1/Nrxn1/Kcnb1/Aqp3/Pax8/Lrp5/Chd7/Mtnr1a/Ffar2/Lif/Nos2/Zbed6/Nr1d1/Rbp4/Car2/Sct/Pltp/Lepr/Neurod1/Ptpn11/Ghrh/Sfrp1/Hmgn3/Nkx6-1/Brsk2/Abca13/Gpr39/Adcy5/Baiap3/Pparg/Atg7/Adcyap1/Tnfsf11/Il6/Slc14a1/Adra2a/Pex5l/Pfkm/Apln/Uqcc2/Crhbp/Slc8b1/Park7/Clcf1/Camk2n1/Tfap2b/Cnr1/Cacna1e/Pde1c/Pde8b/Crhr1/Slc15a4/Ghsr/Tfr2/Ptprn/Ucn/Upk3a/C1qtnf12,126
GO:0042476,odontogenesis,60/5933,123/29008,2.13E-12,6.95E-11,3.38E-11,Slc4a2/Bcl2l11/Dll1/Bmp7/Hand2/Apcdd1/Bmpr1a/Lef1/Lrp6/Slc24a4/Tcf7l2/Wnt10a/Gli3/Dlx2/Acvr2a/Foxc1/Id3/Pitx2/Serpine1/Src/Edn1/Tgfb1/Nfic/Msx1/Dicer1/Hdac2/Col1a1/Perp/Rspo2/Wnt7b/Edar/Inhba/Nkx2-3/Tcirg1/Fst/Lrp4/Bmp2/Itgb6/Nf2/Lhx8/Lamb1/Snx10/Dlx3/Odaph/Ssu2/Tbx1/Axin2/Bcor/Traf6/Hdac1/Sp6/Shh/Edaradd/Tnfsf11/Dmrt3/Bax/Ngfr/Sostdc1/Pax9/Klk4,60
GO:0032970,regulation of actin filament-based process,146/5933,416/29008,2.14E-12,6.95E-11,3.38E-11,Slit2/Trpm4/Cdk5r1/Tsc1/Jup/Kirrel/Rac1/Tpm1/Fscn1/Arhgdia/Ppp1r9a/Prkce/Cyrib/Snx9/Id1/Cyria/Epha1/Cd2ap/Swap70/Arhgef18/Arhgef19/Ssh1/Jam3/Capg/Nrp1/Rhoc/Pdgfrb/Sh3bp1/Map3k1/Rhoh/Celsr1/Synpo/Efna5/Edn1/Tgfb1/Grhl3/Tgfb2/Inpp5k/Arhgef10l/Prkcd/Flna/Iqgap3/Adrb1/Braf/Rhobtb2/Hdac2/F11r/Sema5a/Spire2/Ppm1e/Mtss1/Kank3/Pecam1/Arhgef10/Wasf2/Arfgef1/Akap9/Cyfip1/Csf1r/S1pr1/Taok1/Actr2/Bin1/Rhog/Rhpn1/Wnt11/Tlr2/Tgfb3/Ctnna3/Kank2/Pick1/Pde4b/Pdpn/Tmod2/Cgnl1/Epha5/Rac3/Arap1/Coro2b/Myh9/Arpc1b/Twf1/Vill/Shank3/Fes/Rapgef3/Nf2/Esam/Ank2/Gata4/Cnn2/Tacr1/Spire1/Tmod1/Coro1a/Whamm/Ect2/Cdc42ep2/Cyfip2/Capza2/Cfl2/Limk1/Specc1l/Apoa1/Vil1/Scn5a/Mylk2/Csf3/Cfl1/Myo1f/Rhod/Ssh3/Scin/Stau2/Epha3/Pard3/Fgf13/Icam1/Svil/Baiap2l1/Cdc42ep1/Ssh2/Bst1/Arpin/Cx3cl1/Mylk3/Prkcq/Eps8/Itgb3/Dsg2/Lmod3/Abi2/Dbn1/Hcn4/Gsn/Sema3e/Bcas3/Pfn3/Add2/Rictor/Iqgap1/Arpc3/Hip1r/Tnnt2/Rangrf/Pak3,146
GO:0048771,tissue remodeling,85/5933,202/29008,2.19E-12,7.08E-11,3.44E-11,Epha2/Tgfbr3/Mmp9/Elf3/Hand2/Rac1/Htr1b/Lrp6/Dll4/Dcstamp/Foxc1/Tnfrsf11a/Acp5/Nos3/Flt4/Stat5a/Src/Timp1/B4galt1/Erg/Ext1/Tgfb2/Cd38/Flna/Ahr/Csk/Plg/Nf1/Wnt16/Foxc2/Gpnmb/Csf1r/S1pr1/Bcr/Syt7/Mdm2/Plekhm1/Gja1/Nol3/Tcirg1/Igfbp5/Oscar/Bak1/Inpp4b/Calca/Abr/Cts8/Pml/Efna2/Bmpr2/Mmp14/Snx10/Lrp5/Chd7/Gata4/Itga4/Jag1/Itgav/Lif/Nos2/Car2/Adam8/Agt/Lepr/Sfrp1/Tbx1/Mir34a/Tpp1/Traf6/Angpt2/Fgfr3/Cyp19a1/Bsx/Tnfsf11/Il6/Lrrk1/Itgb3/Bax/Slc34a1/Syk/Tmem119/Ihh/Clec10a/Cthrc1/Il20ra,85
GO:1901653,cellular response to peptide,116/5933,308/29008,2.22E-12,7.12E-11,3.46E-11,Phip/Adcy8/Prkaa1/Lmbrd1/Cpeb2/Akt3/Nr4a2/Ccnd3/Ywhag/Syap1/Lhcgr/Gpam/Nfkb1/Irs1/Nfe2l2/Stat6/Grb14/Kl/Ptprj/Socs3/Snx6/Jak2/Rhoq/C1qtnf9/Fis1/Cyp11a1/Stat5a/Rbm4/Lpl/Src/Edn1/Bcar1/Rab31/Marcks/Inpp5k/Pou4f2/Nod2/Mir143/Ptprf/Prkcd/Csk/Rab13/Akt2/Lpin1/Rab15/Soga1/Ndel1/Gcgr/Sgk1/Nr4a1/Foxc2/Inhbb/Gnai2/Agtrap/Cyfip1/Sh2b2/Gdf15/Mdm2/Adrm1/Gja1/Arhgef2/Pip4k2c/Rela/Gpld1/Cacnb1/Cav2/Rangap1/Grk2/Vwa2/Srebf1/Pde3b/Tns2/Pik3r3/Rab12/Itga4/Car2/Gkap1/Uso1/Usf1/Rb1/Agt/Tbc1d4/Cpeb1/Ptpn11/Prkci/Mars1/Cfl1/Erfe/Lgmn/Pklr/Icam1/Baiap2l1/Cacna2d1/Pparg/Cdk4/Bcar3/Prkcq/Fut7/Sorbs1/Stat5b/Snx5/Crhbp/Prkcb/Ngfr/Insig1/Irs3/Leprot/Crhr1/Trim41/Ghsr/Pdk2/Cacna1a/C1qtnf12/Echdc3/Agtr1a/Prkcz,116
GO:0032102,negative regulation of response to external stimulus,141/5933,398/29008,2.30E-12,7.34E-11,3.57E-11,Slit2/Zfp36/Sema6a/Sema6b/Cactin/Apoe/Sema3d/Ptprs/Ier3/Chrna7/Grn/Git1/Rtn4rl1/Cask/Pros1/F11/Psma1/Lrfn5/A2m/Nfkb1/Fgl2/Enpp3/Socs3/Mettl3/Abat/Acp5/Serpine1/Arg2/Nrp1/Proc/Sema6c/Tafa5/Nlrx1/Kremen1/Ppard/Tfpi/Socs5/F2/Nod2/Prkcd/Rtn4/Serpinb9/Cxcl17/Ajap1/Prkg1/Metrnl/Cd109/Tff2/Plg/Gp5/Nploc4/Sema5a/Gstp1/Trafd1/Trib1/Ccn3/Bcr/Wnt3/Gja1/Oas1a/Slc6a3/Ada/Sema4d/Npff/Notch1/Pla2g10/Thbd/Nlgn3/Sema4g/Adar/D130043K22Rik/Pla2g5/Gpatch3/Abr/Oas1c/Ptgis/Wnt3a/Cck/Rora/Nrxn1/Rin3/Ythdf3/Sh2b3/Mif/Fndc4/Dnaja3/Cacnb3/Sod1/Stat2/Nlrp6/Nr1d1/Plau/Rgma/Cdh5/Tyro3/Bace1/Itch/Rb1/Dhx58/Nenf/Dcst1/Pglyrp1/Apoa1/Ash1l/Gpx2/Pdgfa/Mmp28/Tnfaip8l2/Angpt2/Sema6d/Cyp19a1/Slit1/Pparg/Adcyap1/Foxf1/Fem1al/Il12b/Nlrc3/Mapkbp1/Cx3cl1/Smpdl3b/Pdgfb/Ryk/Oas1f/Cd276/Sema3f/Lrig2/Npy5r/Pbk/Klk8/Dbn1/Fgf2/Sema3e/Alox12/Psmb4/Ghsr/Adtrp/Ucn/C1qtnf12/Sema4a/Sema7a,141
GO:0043434,response to peptide hormone,128/5933,351/29008,2.37E-12,7.53E-11,3.66E-11,Phip/Adcy8/Prkaa1/Tgfbr3/Lmbrd1/Cpeb2/Akt3/Klf15/Tsc1/Epm2aip1/Nr4a2/Ccnd3/Ywhag/Syap1/Lhcgr/Gpam/Slc24a4/Nfkb1/Irs1/Nfe2l2/Plcd1/Stat6/Grb14/Kl/Ptprj/Socs3/Jak2/Rhoq/Egr1/C1qtnf9/Vgf/Cyp11a1/Stat5a/Trpv4/Rbm4/Lpl/Cry1/Vps13c/Src/Edn1/Bcar1/Rab31/Marcks/Inpp5k/Pou4f2/Mir143/Ptprf/Prkcd/Csk/Rab13/Akt2/Lpin1/Rab15/Soga1/Ndel1/Gcgr/Sgk1/Nr4a1/Foxc2/Inhbb/Gnai2/Agtrap/Cyfip1/Ikbkb/Sh2b2/Gdf15/Adrm1/Kcnq1/Acvr1c/Cited1/Pip4k2c/Rela/Gpld1/Cav2/Rangap1/Retn/Grk2/Vwa2/Srebf1/Pde3b/Tns2/Pik3r3/Rab12/Stat2/Rbp4/Car2/Gkap1/Uso1/Usf1/Rb1/Agt/Tbc1d4/Cpeb1/Ptpn11/Prkci/Mars1/Cfl1/Erfe/Pklr/Stat4/Baiap2l1/Pparg/Cdk4/Meak7/Cyp27b1/Bcar3/Atp2a1/Prkcq/Fut7/Oprk1/Sorbs1/Stat5b/Snx5/Crhbp/Prkcb/Aanat/Insig1/Irs3/Leprot/Crhr1/Ghsr/Pld1/Pdk2/C1qtnf12/Echdc3/Agtr1a/Prkcz/Aldob,128
GO:0021700,developmental maturation,126/5933,344/29008,2.47E-12,7.80E-11,3.79E-11,Mbtps2/Cdk5r1/Slc17a7/Barx2/Ropn1/Nr4a2/Rac1/Nefl/Slc24a4/Kcnip2/Aldh1a2/Neurog2/Vsx1/Klf2/Nrcam/Grb14/Cdkn1c/Ret/Foxo3/Foxa1/Stxbp1/Cdk5r2/Cntn2/Bloc1s3/Tal1/Tcp11/Gdf11/Edn1/Tgfb1/Bfsp1/Ext1/Tgfb2/Ppard/Unc13a/Rab3a/Rflna/Cd63/Insl3/Rere/Angptl8/Sclt1/Bcl11a/Nf1/Epo/L3mbtl3/Lhx6/Gal/Pax2/Zbtb7a/Lyl1/S1pr1/Gja1/Brd1/Ap3d1/Sez6/Gata2/Sema4d/Notch1/Zbtb16/Bcl2/Anapc2/Hoxa5/Pla2g10/Bcan/Erbb4/Hoxb13/Bmp2/Calca/Rac3/Cend1/Sybu/Camk2b/Clstn1/B4galt6/Nrxn1/Gba/Snx10/Unc13b/Epha8/Rflnb/Catsper3/Fev/Esr2/Pmp22/Mreg/Id2/Cdh5/Ywhaz/Rb1/Gnaq/Cdh3/Akr1b3/Bloc1s6/Psen2/Sez6l/C1ql1/Baiap3/Atp6ap2/Fgfr3/Lrrk2/Bhlha15/Pparg/Palm/Sox18/Disc1/Pdgfb/Catsperz/Ryr1/Ascl1/Srrm4/Dab2ip/Wnt1/Syt4/Ank3/Igsf21/Fat4/Neurod2/Grip2/Pou2f2/Tmem79/Reln/Ihh/Lgi4/Ptprn/B4galt5/Cacna1a,126
